PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Typeticket
633,1.0,1,0,30,0,0,4,1,0
634,0.0,1,0,20,0,0,0,3,0
635,0.0,3,2,0,3,2,3,3,2
636,1.0,2,2,20,0,0,1,3,1
637,0.0,3,0,30,0,0,1,3,14
638,0.0,2,0,30,1,1,3,3,10
639,0.0,3,1,40,0,5,5,3,2
640,0.0,3,0,20,1,0,2,3,2
641,0.0,3,0,20,0,0,1,3,2
642,1.0,1,1,20,0,0,9,1,13
643,0.0,3,2,0,3,2,3,3,2
644,1.0,3,0,20,0,0,8,3,0
645,1.0,3,2,0,2,1,2,1,1
646,1.0,1,0,40,1,0,10,1,13
647,0.0,3,0,10,0,0,1,3,2
648,1.0,1,0,50,0,0,5,1,0
649,0.0,3,0,20,0,0,1,3,14
650,1.0,3,2,20,0,0,1,3,10
651,0.0,3,0,20,0,0,1,3,2
652,1.0,2,2,10,0,1,3,3,1
653,0.0,3,0,20,0,0,1,3,7
654,1.0,3,2,20,0,0,1,2,2
655,0.0,3,2,10,0,0,0,2,2
656,0.0,2,0,20,2,0,10,3,14
657,0.0,3,0,20,0,0,1,3,2
658,0.0,3,1,30,1,1,2,2,2
659,0.0,2,0,20,0,0,1,3,1
660,0.0,1,0,50,0,2,16,1,2
661,1.0,1,0,50,2,0,19,3,13
662,0.0,3,0,40,0,0,1,1,1
663,0.0,1,0,40,0,0,3,3,4
664,0.0,3,0,30,0,0,1,3,2
665,1.0,3,0,20,1,0,1,3,14
666,0.0,2,0,30,2,0,10,3,14
667,0.0,2,0,20,0,0,1,3,1
668,0.0,3,0,20,0,0,1,3,2
669,0.0,3,0,40,0,0,1,3,9
670,1.0,1,1,20,1,0,7,3,0
671,1.0,2,1,40,1,1,5,3,1
672,0.0,1,0,30,1,0,7,3,11
673,0.0,2,0,70,0,0,1,3,10
674,1.0,2,0,30,0,0,1,3,1
675,0.0,2,0,20,0,0,0,3,1
676,0.0,3,0,10,0,0,1,3,2
677,0.0,3,0,20,0,0,1,3,2
678,1.0,3,2,10,0,0,1,3,3
679,0.0,3,1,40,1,6,6,3,10
680,1.0,1,0,30,0,1,73,1,13
681,0.0,3,2,20,0,0,1,2,2
682,1.0,1,0,20,0,0,10,1,13
683,0.0,3,0,20,0,0,1,3,5
684,0.0,3,0,10,5,2,6,3,10
685,0.0,2,0,60,1,1,5,3,1
686,0.0,2,0,20,1,2,5,1,14
687,0.0,3,0,10,4,1,5,3,2
688,0.0,3,0,10,0,0,1,3,2
689,0.0,3,0,10,0,0,1,3,2
690,1.0,1,2,10,0,1,30,3,1
691,1.0,1,0,30,1,0,8,3,0
692,1.0,3,2,0,0,1,1,1,2
693,1.0,3,0,20,0,0,8,3,0
694,0.0,3,0,20,0,0,1,1,1
695,0.0,1,0,60,0,0,3,3,0
696,0.0,2,0,50,0,0,1,3,1
697,0.0,3,0,40,0,0,1,3,2
698,1.0,3,2,20,0,0,1,2,2
699,0.0,1,0,40,1,1,15,1,0
700,0.0,3,0,40,0,0,1,3,2
701,1.0,1,1,10,1,0,32,1,13
702,1.0,1,0,30,0,0,3,3,13
703,0.0,3,2,10,0,1,2,1,1
704,0.0,3,0,20,0,0,1,2,2
705,0.0,3,0,20,1,0,1,3,2
706,0.0,2,0,30,0,0,3,3,1
707,1.0,2,1,40,0,0,1,3,1
708,1.0,1,0,40,0,0,3,3,13
709,1.0,1,2,20,0,0,21,3,0
710,1.0,3,0,20,1,1,2,1,1
711,1.0,1,1,20,0,0,7,1,13
712,0.0,1,0,20,0,0,3,3,0
713,1.0,1,0,40,1,0,7,3,0
714,0.0,3,0,20,0,0,1,3,6
715,0.0,2,0,50,0,0,1,3,1
716,0.0,3,0,10,0,0,1,3,2
717,1.0,1,2,30,0,0,32,1,13
718,1.0,2,2,20,0,0,1,3,2
719,0.0,3,0,20,0,0,2,2,2
720,0.0,3,0,30,0,0,1,3,2
721,1.0,2,2,0,0,1,4,3,1
722,0.0,3,0,10,1,0,1,3,2
723,0.0,2,0,30,0,0,1,3,0
724,0.0,2,0,50,0,0,1,3,1
725,1.0,1,0,20,1,0,7,3,0
726,0.0,3,0,20,0,0,1,3,2
727,1.0,2,1,30,3,0,3,3,2
728,1.0,3,2,20,0,0,1,2,2
729,0.0,2,0,20,1,0,3,3,1
730,0.0,3,2,20,1,0,1,3,14
731,1.0,1,2,20,0,0,30,3,1
732,0.0,3,0,10,0,0,2,1,1
733,0.0,2,0,20,0,0,0,3,1
734,0.0,2,0,20,0,0,1,3,1
735,0.0,2,0,20,0,0,1,3,1
736,0.0,3,0,20,0,0,2,3,4
737,0.0,3,1,40,1,3,4,3,15
738,1.0,1,0,30,0,0,73,1,13
739,0.0,3,0,20,0,0,1,3,2
740,0.0,3,0,20,0,0,1,3,2
741,1.0,1,0,20,0,0,4,3,0
742,0.0,1,0,30,1,0,11,3,0
743,1.0,1,2,20,2,2,37,1,13
744,0.0,3,0,20,1,0,2,3,2
745,1.0,3,0,30,0,0,1,3,14
746,0.0,1,0,70,1,1,10,3,15
747,0.0,3,0,10,1,1,2,3,10
748,1.0,2,2,30,0,0,1,3,1
749,0.0,1,0,10,1,0,7,3,0
750,0.0,3,0,30,0,0,1,2,2
751,1.0,2,2,0,1,1,3,3,1
752,1.0,3,0,0,0,1,1,3,2
753,0.0,3,0,30,0,0,1,3,2
754,0.0,3,0,20,0,0,1,3,2
755,1.0,2,1,40,1,2,9,3,1
756,1.0,2,0,0,1,1,2,3,1
757,0.0,3,0,20,0,0,1,3,2
758,0.0,2,0,10,0,0,1,3,1
759,0.0,3,0,30,0,0,1,3,2
760,1.0,1,1,30,0,0,12,3,0
761,0.0,3,0,20,0,0,2,3,2
762,0.0,3,0,40,0,0,1,3,14
763,1.0,3,0,20,0,0,1,1,1
764,1.0,1,1,30,1,2,17,3,0
765,0.0,3,0,10,0,0,1,3,2
766,1.0,1,1,50,1,0,11,3,0
767,0.0,1,0,20,0,0,5,1,0
768,0.0,3,2,30,0,0,1,2,2
769,0.0,3,0,20,1,0,3,2,2
770,0.0,3,0,30,0,0,1,3,7
771,0.0,3,0,20,0,0,1,3,2
772,0.0,3,0,40,0,0,1,3,2
773,0.0,2,1,50,0,0,1,3,14
774,0.0,3,0,20,0,0,1,1,1
775,1.0,2,1,50,1,3,3,3,1
776,0.0,3,0,10,0,0,1,3,2
777,0.0,3,0,20,0,0,1,2,2
778,1.0,3,2,0,0,0,1,3,2
779,0.0,3,0,20,0,0,1,2,2
780,1.0,1,1,40,0,1,30,3,1
781,1.0,3,2,10,0,0,1,1,1
782,1.0,1,1,10,1,0,8,3,0
783,0.0,1,0,20,0,0,4,3,0
784,0.0,3,0,20,1,2,3,3,15
785,0.0,3,0,20,0,0,1,3,14
786,0.0,3,0,20,0,0,1,3,2
787,1.0,3,2,10,0,0,1,3,2
788,0.0,3,0,0,4,1,4,2,2
789,1.0,3,0,0,1,2,2,3,10
790,0.0,1,0,40,0,0,11,1,13
791,0.0,3,0,20,0,0,1,2,0
792,0.0,2,0,10,0,0,3,3,1
793,0.0,3,2,20,8,2,9,3,10
794,0.0,1,0,20,0,0,4,1,13
795,0.0,3,0,20,0,0,1,3,2
796,0.0,2,0,30,0,0,1,3,1
797,1.0,1,1,40,0,0,3,3,0
798,1.0,3,1,30,0,0,1,3,2
799,0.0,3,0,30,0,0,1,1,1
800,0.0,3,1,30,1,1,3,3,2
801,0.0,2,0,30,0,0,1,3,1
802,1.0,2,1,30,1,1,3,3,10
803,1.0,1,0,10,1,2,17,3,0
804,1.0,3,0,0,0,1,1,1,1
805,1.0,3,0,20,0,0,0,3,2
806,0.0,3,0,30,0,0,1,3,2
807,0.0,1,0,30,0,0,0,3,0
808,0.0,3,2,10,0,0,1,3,2
809,0.0,2,0,30,0,0,1,3,1
810,1.0,1,1,30,1,0,7,3,0
811,0.0,3,0,20,0,0,1,3,2
812,0.0,3,0,30,0,0,3,3,9
813,0.0,2,0,30,0,0,1,3,1
814,0.0,3,2,0,4,2,4,3,2
815,0.0,3,0,30,0,0,1,3,2
816,0.0,1,0,20,0,0,0,3,0
817,0.0,3,2,20,0,0,1,3,14
818,0.0,2,0,30,1,1,5,1,14
819,0.0,3,0,40,0,0,0,3,10
820,0.0,3,0,10,3,2,3,3,2
821,1.0,1,1,50,1,1,13,3,0
822,1.0,3,0,20,0,0,1,3,2
823,0.0,1,0,30,0,0,0,3,0
824,1.0,3,1,20,0,1,1,3,2
825,0.0,3,0,0,4,1,5,3,2
826,0.0,3,0,20,0,0,0,2,2
827,0.0,3,0,20,0,0,8,3,0
828,1.0,2,0,0,0,2,5,1,14
829,1.0,3,0,20,0,0,1,2,2
830,1.0,1,1,60,0,0,11,3,0
831,1.0,3,1,10,1,0,2,1,1
832,1.0,2,0,0,1,1,2,3,1
833,0.0,3,0,20,0,0,1,1,1
834,0.0,3,0,20,0,0,1,3,2
835,0.0,3,0,10,0,0,1,3,1
836,1.0,1,2,30,1,1,11,1,13
837,0.0,3,0,20,0,0,1,3,2
838,0.0,3,0,20,0,0,1,3,2
839,1.0,3,0,30,0,0,8,3,0
840,1.0,1,0,20,0,0,4,1,0
841,0.0,3,0,20,0,0,1,3,14
842,0.0,2,0,10,0,0,1,3,14
843,1.0,1,2,30,0,0,4,1,0
844,0.0,3,0,30,0,0,0,1,1
845,0.0,3,0,10,0,0,1,3,2
846,0.0,3,0,40,0,0,1,3,10
847,0.0,3,0,20,8,2,9,3,10
848,0.0,3,0,30,0,0,1,1,2
849,0.0,2,0,20,0,1,4,3,1
850,1.0,1,1,20,1,0,12,1,0
851,0.0,3,0,0,4,2,4,3,2
852,0.0,3,0,70,0,0,1,3,2
853,0.0,3,2,0,1,1,2,1,1
854,1.0,1,2,10,0,1,5,3,13
855,0.0,2,1,40,1,0,3,3,1
856,1.0,3,1,10,0,1,1,3,2
857,1.0,1,1,40,1,1,23,3,2
858,1.0,1,0,50,0,0,3,3,0
859,1.0,3,1,20,0,3,2,1,1
860,0.0,3,0,20,0,0,1,1,1
861,0.0,3,0,40,2,0,2,3,2
862,0.0,2,0,20,1,0,1,3,1
863,1.0,1,1,40,0,0,3,3,0
864,0.0,3,2,20,8,2,9,3,10
865,0.0,2,0,20,0,0,1,3,1
866,1.0,2,1,40,0,0,1,3,1
867,1.0,2,2,20,1,0,1,1,14
868,0.0,1,0,30,0,0,7,3,13
869,0.0,3,0,20,0,0,1,3,2
870,1.0,3,0,0,1,1,1,3,2
871,0.0,3,0,20,0,0,1,3,2
872,1.0,1,1,40,1,1,7,3,0
873,0.0,1,0,30,0,0,0,3,5
874,0.0,3,0,40,0,0,1,3,2
875,1.0,2,1,20,1,0,3,1,13
876,1.0,3,2,10,0,0,1,1,1
877,0.0,3,0,20,0,0,1,3,6
878,0.0,3,0,10,0,0,1,3,2
879,0.0,3,0,20,0,0,1,3,2
880,1.0,1,1,50,0,1,11,1,0
881,1.0,2,1,20,0,1,3,3,1
882,0.0,3,0,30,0,0,1,3,2
883,0.0,3,2,20,0,0,1,3,6
884,0.0,2,0,20,0,0,1,3,10
885,0.0,3,0,20,0,0,1,3,14
886,0.0,3,1,30,0,5,4,2,2
887,0.0,2,0,20,0,0,1,3,1
888,1.0,1,2,10,0,0,4,3,0
889,0.0,3,2,20,1,2,3,3,15
890,1.0,1,0,20,0,0,4,1,0
891,0.0,3,0,30,0,0,1,2,2
